"","major_pitches","major_durations"
"2675","E5",0.25
"2676","D5",1
"2677","G5",1
"2678","D5",0.25
"2679","C5",0.25
"2680","B4",0.25
"2681","C5",0.25
"2682","D5",0.25
"2683","E5",0.25
"2684","F5",0.25
"2685","E5",0.25
"2686","D5",0.25
"2687","C5",0.25
"2688","C5",0.25
"2689","B4",0.25
"2690","B4",0.25
"2691","A4",0.25
"2692","A4",0.25
"2693","G4",0.25
"2694","G4",0.5
"2695","B4",0
"2696","A4",0.5
"2697","G4",0.25
"2698","F#4",0.25
"2699","E4",0.25
"2700","F#4",0.25
"2701","G4",2
"2702","D4",0.5
"2703","G4",0.5
"2704","B4",0.5
"2705","B4",0.5
"2706","D5",0.5
"2707","D5",0.5
"2708","B4",0.5
"2709","B4",0.5
"2710","D5",0
"2711","C5",0.5
"2712","C5",0.5
"2713","A4",0.5
"2714","B4",0.75
"2715","A4",0.25
"2716","B4",0.25
"2717","A4",0.25
"2718","G4",0.5
"2719","G4",0.5
"2720","B4",0.25
"2721","D5",0.25
"2722","C5",0.5
"2723","B4",1
"2724","A4",0.25
"2725","G4",0.25
"2726","A4",0.5
"2727","G4",2
"2728","G5",2
"2729","G4",2
"2730","C5",0.5
"2731","A4",0.5
"2732","A4",0.5
"2733","A4",0.5
"2734","A4",1.5
"2735","C5",0.5
"2736","B4",0.75
"2737","A4",0.25
"2738","G4",0.5
"2739","G4",0.5
"2740","G4",2
"2741","D5",1.5
"2742","E5",0.5
"2743","F5",0.75
"2744","E5",0.25
"2745","F5",0.25
"2746","E5",0.25
"2747","D5",0.5
"2748","G5",0.5
"2749","B4",0.5
"2750","B4",0.5
"2751","B4",0.5
"2752","C5",1.5
"2753","B4",0.5
"2754","D5",0.5
"2755","C5",0.25
"2756","D5",0.25
"2757","C5",0.5
"2758","B4",0.5
"2759","B4",0.5
"2760","A4",0.25
"2761","B4",0.25
"2762","A4",0.5
"2763","G4",0.5
"2764","G4",0.5
"2765","B4",0.25
"2766","D5",0.25
"2767","C5",0.5
"2768","B4",1
"2769","A4",0.25
"2770","G4",0.25
"2771","A4",0.5
"2772","G4",2
"2773","D5",1
"2774","E5",0.5
"2775","F5",0.5
"2776","D5",0.5
"2777","E5",0.25
"2778","D5",0.25
"2779","C5",0.5
"2780","B4",0.5
"2781","B4",0.5
"2782","D5",0.5
"2783","C5",0.5
"2784","B4",0.5
"2785","C5",0.25
"2786","B4",0.25
"2787","A4",0.5
"2788","G4",0.5
"2789","D5",1
"2790","E5",0.5
"2791","F5",0.5
"2792","G5",0.5
"2793","F5",0.5
"2794","E5",0.5
"2795","D5",0.5
"2796","C#5",0.25
"2797","E5",0.25
"2798","D5",1.5
"2799","G5",0.5
"2800","F#5",0.25
"2801","A5",0.25
"2802","G5",1
"2803","D5",1
"2804","E5",0.5
"2805","F5",0.5
"2806","D5",0.5
"2807","E5",0.25
"2808","D5",0.25
"2809","C5",0.5
"2810","B4",0.5
"2811","B4",0.5
"2812","D5",0.5
"2813","C5",0.5
"2814","B4",0.5
"2815","C5",0.25
"2816","B4",0.25
"2817","A4",0.5
"2818","G4",0.5
"2819","B4",0.5
"2820","D5",0.5
"2821","C5",0.5
"2822","B4",1
"2823","A4",0.25
"2824","G4",0.25
"2825","A4",0.5
"2826","G4",2
"2827","D5",0.25
"2828","E5",0.25
"2829","F5",0.25
"2830","E5",0.25
"2831","D5",0.25
"2832","C5",0.25
"2833","B4",0.5
"2834","B4",0.25
"2835","C5",0.25
"2836","D5",0.25
"2837","C5",0.25
"2838","B4",0.25
"2839","A4",0.25
"2840","G4",0.5
"2841","D5",0.5
"2842","A5",0
"2843","G5",0.25
"2844","F5",0.25
"2845","E5",0.25
"2846","D5",0.25
"2847","E5",0.25
"2848","F5",0.25
"2849","D5",1
"2850","F#5",0
"2851","G5",1
"2852","D5",0.25
"2853","E5",0.25
"2854","F5",0.25
"2855","E5",0.25
"2856","D5",0.25
"2857","C5",0.25
"2858","B4",0.5
"2859","B4",0.25
"2860","C5",0.25
"2861","D5",0.25
"2862","C5",0.25
"2863","B4",0.25
"2864","A4",0.25
"2865","G4",0.5
"2866","A4",0.5
"2867","D5",0.25
"2868","C5",0.25
"2869","B4",0.25
"2870","G4",0.25
"2871","A4",0.25
"2872","F#4",0.25
"2873","G4",2
"2874","D5",1
"2875","D5",0.25
"2876","C5",0.25
"2877","B4",0.25
"2878","C5",0.25
"2879","D5",1
"2880","D5",0.25
"2881","C5",0.25
"2882","B4",0.25
"2883","C5",0.25
"2884","D5",0.25
"2885","C5",0.25
"2886","B4",0.25
"2887","C5",0.25
"2888","D5",0.25
"2889","C5",0.25
"2890","B4",0.25
"2891","C5",0.25
"2892","D5",0.25
"2893","C5",0.25
"2894","B4",0.25
"2895","C5",0.25
"2896","D5",1
"2897","D5",0.25
"2898","G4",0.25
"2899","E5",0.5
"2900","D5",0.5
"2901","C5",0.25
"2902","B4",0.25
"2903","A4",0.25
"2904","B4",0.25
"2905","C5",0.25
"2906","A4",0.25
"2907","B4",0.25
"2908","G4",0.25
"2909","D5",0.5
"2910","D5",0.25
"2911","G4",0.25
"2912","E5",0.5
"2913","D5",0.5
"2914","C5",0.25
"2915","B4",0.25
"2916","A4",0.25
"2917","B4",0.25
"2918","C5",0.25
"2919","A4",0.25
"2920","G4",1
"2921","D5",0.25
"2922","G4",0.25
"2923","E5",0.5
"2924","D5",0.5
"2925","C5",0.25
"2926","B4",0.25
"2927","A4",0.25
"2928","B4",0.25
"2929","C5",0.25
"2930","A4",0.25
"2931","B4",0.25
"2932","G4",0.25
"2933","D5",0.5
"2934","D5",0.25
"2935","G4",0.25
"2936","E5",0.5
"2937","D5",0.5
"2938","C5",0.25
"2939","B4",0.25
"2940","A4",0.25
"2941","B4",0.25
"2942","C5",0.25
"2943","A4",0.25
"2944","G4",1
"2945","B4",0.5
"2946","G4",0.5
"2947","C5",0.5
"2948","G4",0.5
"2949","D5",0.25
"2950","E5",0.25
"2951","D5",0.25
"2952","C5",0.25
"2953","B4",0.25
"2954","G4",0.25
"2955","B4",0.25
"2956","C5",0.25
"2957","D5",0.25
"2958","C5",0.25
"2959","D5",0
"2960","C5",0.25
"2961","B4",0.25
"2962","B4",0.25
"2963","A4",0.25
"2964","B4",0
"2965","A4",0.25
"2966","G4",0.25
"2967","G4",0.5
"2968","F#5",0
"2969","G5",0.5
"2970","G5",1
"2971","G4",2
"2972","D5",0.25
"2973","E5",0.25
"2974","F5",0.25
"2975","E5",0.25
"2976","F5",0.25
"2977","E5",0.25
"2978","D5",0.5
"2979","F5",0.25
"2980","E5",0.25
"2981","D5",0.25
"2982","C5",0.25
"2983","B4",0.25
"2984","G4",0.25
"2985","B4",0.25
"2986","C5",0.25
"2987","D5",0.25
"2988","C5",0.25
"2989","C5",0.25
"2990","B4",0.25
"2991","B4",0.25
"2992","A4",0.25
"2993","A4",0.25
"2994","G4",0.25
"2995","G4",0.5
"2996","G5",0.5
"2997","G5",1
"2998","G4",2
"2999","F#5",0
"3000","G5",0.5
"3001","G4",0.5
"3002","F#5",0
"3003","G5",0.5
"3004","G4",0.5
"3005","F5",0.25
"3006","E5",0.25
"3007","D5",0.25
"3008","C5",0.25
"3009","B4",0.25
"3010","G4",0.25
"3011","B4",0.25
"3012","C5",0.25
"3013","D5",0.25
"3014","C5",0.25
"3015","D5",0
"3016","C5",0.25
"3017","B4",0.25
"3018","B4",0.25
"3019","A4",0.25
"3020","A4",0.25
"3021","G4",0.25
"3022","G4",0.5
"3023","G5",0.5
"3024","G5",1
"3025","G4",2
"3026","D5",0.5
"3027","B4",0.5
"3028","D5",0.5
"3029","B4",0.5
"3030","D5",0.5
"3031","B4",0.5
"3032","A4",0.5
"3033","G4",0.5
"3034","A4",0.5
"3035","B4",0.5
"3036","D5",0
"3037","C5",0.25
"3038","B4",0.25
"3039","A4",0.5
"3040","A4",0.5
"3041","C5",0
"3042","B4",1
"3043","B4",0.5
"3044","D5",0.5
"3045","B4",0.5
"3046","D5",0.5
"3047","B4",0.5
"3048","D5",0.5
"3049","B4",0.5
"3050","A4",0.5
"3051","G4",0.5
"3052","A4",0.5
"3053","B4",0.5
"3054","D5",0
"3055","C5",0.25
"3056","B4",0.25
"3057","A4",0.5
"3058","G4",2
"3059","D5",0.75
"3060","E5",0.25
"3061","F5",0.333
"3062","E5",0.333
"3063","D5",0.333
"3064","G5",1.5
"3065","B4",0.5
"3066","C5",0.5
"3067","B4",0.5
"3068","C5",0.5
"3069","D5",0.5
"3070","C5",0.5
"3071","B4",1
"3072","G4",0.5
"3073","D5",0.75
"3074","E5",0.25
"3075","F5",0.333
"3076","E5",0.333
"3077","D5",0.333
"3078","G5",1.5
"3079","B4",0.5
"3080","C5",0.5
"3081","B4",0.5
"3082","C5",0.5
"3083","D5",0.5
"3084","C5",0.5
"3085","B4",1
"3086","G4",0.5
"3087","D5",0.5
"3088","G4",0.5
"3089","A4",0.5
"3090","B4",0.5
"3091","D5",0
"3092","C5",0.5
"3093","B4",1
"3094","G4",0.5
"3095","A4",0.5
"3096","G4",0.5
"3097","D5",0
"3098","C5",0.5
"3099","B4",0.5
"3100","A4",0.5
"3101","C5",0
"3102","B4",1
"3103","B4",0.5
"3104","D5",0.5
"3105","G4",0.5
"3106","A4",0.5
"3107","B4",0.5
"3108","C5",0.5
"3109","B4",1
"3110","G4",0.5
"3111","A4",0.5
"3112","G4",0.5
"3113","A4",0.5
"3114","C5",0
"3115","B4",0.5
"3116","G4",2
"3117","D5",1
"3118","F5",0.25
"3119","E5",0.25
"3120","D5",0.5
"3121","F5",0.25
"3122","E5",0.25
"3123","D5",0.5
"3124","G5",1
"3125","D5",1
"3126","F5",0.25
"3127","E5",0.25
"3128","D5",0.5
"3129","C5",0.5
"3130","B4",0.5
"3131","A4",0
"3132","B4",0
"3133","A4",0.5
"3134","G4",0.5
"3135","D5",1
"3136","F5",0.25
"3137","E5",0.25
"3138","D5",0.5
"3139","F5",0.25
"3140","E5",0.25
"3141","D5",0.5
"3142","G5",1
"3143","D5",0.75
"3144","E5",0.25
"3145","F5",0.25
"3146","E5",0.25
"3147","D5",0.5
"3148","C5",0
"3149","D5",0
"3150","C5",0.5
"3151","B4",0.5
"3152","A4",0.167
"3153","B4",0.167
"3154","A4",0.167
"3155","G4",0.5
"3156","D5",1
"3157","D5",1
"3158","D5",0.25
"3159","B4",0.25
"3160","B4",1
"3161","A4",0.5
"3162","C5",0.25
"3163","B4",0.25
"3164","A4",0.5
"3165","C5",0.25
"3166","B4",0.25
"3167","A4",0.5
"3168","G4",0.5
"3169","D4",0.5
"3170","G4",0.5
"3171","B4",0.5
"3172","D5",1
"3173","G5",1
"3174","D5",1.5
"3175","C5",0.5
"3176","B4",0.25
"3177","C5",0.25
"3178","D5",0.5
"3179","C5",0.25
"3180","B4",0.25
"3181","A4",0.5
"3182","G4",1
"3183","G4",1
"3184","G5",1
"3185","G4",0.5
"3186","B4",1
"3187","G4",0.5
"3188","A4",0.5
"3189","B4",0.5
"3190","C5",0.5
"3191","D5",0.5
"3192","B4",1
"3193","G4",0.5
"3194","C5",0.5
"3195","B4",0.5
"3196","A4",0.5
"3197","G4",0.5
"3198","G4",0.5
"3199","B4",1
"3200","G4",0.5
"3201","A4",0.5
"3202","B4",0.5
"3203","C5",0.5
"3204","D5",0.5
"3205","B4",0.5
"3206","G4",0.5
"3207","A4",0.5
"3208","F#4",0.5
"3209","G4",2
"3210","D4",0.5
"3211","D4",0.5
"3212","G4",0.5
"3213","G4",0.5
"3214","G4",0.5
"3215","G4",1.5
"3216","D4",0.5
"3217","G4",0.5
"3218","A4",0.5
"3219","B4",1
"3220","A4",0.167
"3221","B4",0.167
"3222","A4",0.167
"3223","G4",1
"3224","B4",0.5
"3225","B4",0.5
"3226","D5",0
"3227","C5",1
"3228","B4",0.5
"3229","B4",0.5
"3230","A4",0.5
"3231","A4",0.5
"3232","G4",0.5
"3233","D5",2
"3234","C#5",0
"3235","D5",1
"3236","D4",0.5
"3237","D4",0.5
"3238","G4",0.5
"3239","G4",0.5
"3240","G4",0.5
"3241","G4",1.5
"3242","D4",0.5
"3243","G4",0.5
"3244","A4",0.5
"3245","B4",1
"3246","A4",0.167
"3247","B4",0.167
"3248","A4",0.167
"3249","G4",1
"3250","B4",0.5
"3251","B4",0.5
"3252","D5",0
"3253","C5",1
"3254","B4",0.5
"3255","B4",0.5
"3256","G4",0.5
"3257","A4",0.5
"3258","F#4",0.5
"3259","G4",2
"3260","G4",1
"3261","C#5",0.5
"3262","C#5",0.5
"3263","D5",0.5
"3264","E5",0
"3265","D5",0.5
"3266","D5",0.5
"3267","G5",1.5
"3268","D5",0.5
"3269","D5",0.5
"3270","C5",0.5
"3271","D5",0
"3272","C5",0.5
"3273","B4",0.5
"3274","C5",0.5
"3275","B4",0.5
"3276","A4",0.5
"3277","G4",0.5
"3278","B4",0.5
"3279","D5",0
"3280","C5",1
"3281","B4",0.5
"3282","B4",0.5
"3283","A4",0.5
"3284","A4",0.5
"3285","G4",0.5
"3286","D5",2
"3287","D5",1
"3288","C#5",0.5
"3289","C#5",0.5
"3290","E5",0
"3291","D5",0.5
"3292","D5",0.5
"3293","D5",0.5
"3294","G5",1.5
"3295","D5",0.5
"3296","D5",0.5
"3297","C5",0.5
"3298","D5",0
"3299","C5",0.5
"3300","B4",0.5
"3301","B4",1
"3302","A4",0.5
"3303","G4",0.5
"3304","B4",0.5
"3305","D5",0
"3306","C5",1
"3307","C5",0.5
"3308","C5",0
"3309","B4",0.5
"3310","G4",0.5
"3311","B4",0
"3312","A4",0.5
"3313","F#4",0.5
"3314","G4",2
"3315","G4",1
"3316","B4",1
"3317","A4",0.5
"3318","G4",0.5
"3319","B4",2
"3320","C5",2
"3321","B4",0.5
"3322","A4",0.5
"3323","C5",0.25
"3324","B4",0.25
"3325","A4",0.5
"3326","A4",1.5
"3327","G4",0.5
"3328","B4",2
"3329","C5",2
"3330","B4",0.5
"3331","A4",0.5
"3332","C5",0.25
"3333","B4",0.25
"3334","A4",0.5
"3335","D5",0.5
"3336","C#5",0.5
"3337","D5",0.5
"3338","A4",2
"3339","B4",2
"3340","A4",0.5
"3341","G4",0.5
"3342","B4",0.25
"3343","A4",0.25
"3344","G4",0.5
"3345","G4",1.5
"3346","F#4",1
"3347","G4",1
"3348","A4",1
"3349","Bb4",1
"3350","A4",0.5
"3351","G4",1.5
"3352","G4",1
"3353","D5",2
"3354","D5",2
"3355","D4",0.5
"3356","G4",1
"3357","A4",0.5
"3358","A4",0.5
"3359","C5",0
"3360","B4",0.5
"3361","B4",1
"3362","D5",0.5
"3363","B4",0.25
"3364","B4",0.25
"3365","A4",0.5
"3366","G4",0.5
"3367","D5",1
"3368","D5",1
"3369","D4",0.5
"3370","G4",1
"3371","A4",0.5
"3372","A4",0.5
"3373","C5",0
"3374","B4",0.5
"3375","B4",1
"3376","D5",0.5
"3377","B4",0.25
"3378","B4",0.25
"3379","A4",0.5
"3380","B4",0.25
"3381","B4",0.25
"3382","G4",2
"3383","G4",1.5
"3384","B4",0.5
"3385","B4",0.5
"3386","D5",0
"3387","C5",0.5
"3388","C5",1
"3389","B4",0.5
"3390","D5",0
"3391","C5",0.5
"3392","C5",1
"3393","B4",0.75
"3394","A4",0.25
"3395","B4",0.5
"3396","C5",0.5
"3397","C5",0
"3398","B4",0.5
"3399","A4",1
"3400","A4",0.5
"3401","A4",0.5
"3402","C5",0
"3403","B4",0.5
"3404","B4",1
"3405","A4",0.5
"3406","C5",0
"3407","B4",0.5
"3408","B4",1
"3409","B4",0
"3410","A4",0.5
"3411","G4",0.5
"3412","A4",0.5
"3413","B4",0.5
"3414","A4",0.5
"3415","G4",1
"3416","B4",0.25
"3417","C5",0.25
"3418","D5",0.5
"3419","B4",0.5
"3420","D5",1
"3421","D5",0.5
"3422","B4",0.5
"3423","D5",1
"3424","D5",0.5
"3425","G5",0.5
"3426","F#5",0.5
"3427","E5",0.5
"3428","D5",1
"3429","D5",1
"3430","D5",0.25
"3431","E5",0.25
"3432","F5",1
"3433","E5",0.5
"3434","D5",0.5
"3435","C5",0.5
"3436","B4",1
"3437","B4",0.25
"3438","C5",0.25
"3439","D5",1
"3440","C5",0.5
"3441","B4",0.25
"3442","C5",0.25
"3443","B4",0.25
"3444","A4",0.25
"3445","G4",1
"3446","D5",0.25
"3447","E5",0.25
"3448","F5",1
"3449","E5",0.5
"3450","D5",0.5
"3451","E5",0.5
"3452","B4",0.5
"3453","C5",0.5
"3454","D5",1.5
"3455","E5",0.25
"3456","F#5",0.25
"3457","G5",2
"3458","D5",0.25
"3459","E5",0.25
"3460","F5",1
"3461","E5",0.5
"3462","D5",0.5
"3463","C5",0.5
"3464","B4",1
"3465","B4",0.25
"3466","C5",0.25
"3467","D5",1
"3468","C5",0.5
"3469","B4",0.25
"3470","B4",0.25
"3471","A4",0.5
"3472","G4",1
"3473","A4",0.5
"3474","B4",0.5
"3475","C5",0.5
"3476","D5",0.5
"3477","B4",0.5
"3478","G4",0.5
"3479","A4",0.5
"3480","F#4",0.5
"3481","G4",2
"3482","G4",1
"3483","D4",0.5
"3484","G4",1
"3485","G4",0.5
"3486","G4",0.5
"3487","F#4",0.5
"3488","E4",0.5
"3489","F#4",0.5
"3490","G4",2
"3491","G4",1
"3492","G4",0.5
"3493","B4",1
"3494","B4",0.5
"3495","B4",0.5
"3496","A4",0.5
"3497","G4",0.5
"3498","A4",0.5
"3499","B4",2
"3500","B4",1
"3501","G4",0.5
"3502","C5",1
"3503","C5",0.5
"3504","D5",0.5
"3505","D5",0.5
"3506","B4",1
"3507","C5",0.5
"3508","C5",0.5
"3509","A4",1
"3510","B4",0.25
"3511","C5",0.25
"3512","B4",0.5
"3513","G4",1
"3514","D5",0.75
"3515","B4",0.25
"3516","C5",0.5
"3517","A4",0.5
"3518","B4",0.5
"3519","G4",0.5
"3520","A4",0.5
"3521","F#4",0.5
"3522","G4",2
"3523","G4",1
"3524","G5",2
"3525","D5",2
"3526","C5",0.5
"3527","B4",0.5
"3528","C5",0.25
"3529","B4",0.25
"3530","A4",0.5
"3531","G4",1
"3532","G4",0.25
"3533","G4",0.25
"3534","B4",1
"3535","C5",1
"3536","D5",1
"3537","Eb5",0.25
"3538","D5",0.25
"3539","C5",0.5
"3540","D5",2
"3541","G5",1
"3542","G5",2
"3543","D5",1.5
"3544","B4",0.5
"3545","C5",0.5
"3546","B4",0.5
"3547","C5",0.25
"3548","B4",0.25
"3549","A4",0.5
"3550","G4",2
"3551","D5",0.5
"3552","B4",0.5
"3553","C5",0.5
"3554","A4",0.5
"3555","B4",0.5
"3556","G4",0.5
"3557","A4",0.5
"3558","F#4",0.5
"3559","G4",2
"3560","G4",1
"3561","D5",1
"3562","D5",1
"3563","E5",0.5
"3564","D5",1
"3565","C5",0.5
"3566","B4",0.5
"3567","C5",0.25
"3568","B4",0.25
"3569","A4",0.5
"3570","B4",0.25
"3571","A4",0.25
"3572","G4",0.5
"3573","A4",0.5
"3574","B4",0.5
"3575","C5",0.5
"3576","D5",1
"3577","D5",1
"3578","E5",0.5
"3579","D5",1
"3580","C5",0.5
"3581","B4",0.5
"3582","C5",0.25
"3583","B4",0.25
"3584","A4",0.5
"3585","B4",0.25
"3586","A4",0.25
"3587","G4",1
"3588","B4",0.5
"3589","D5",0.5
"3590","G4",1
"3591","B4",0.5
"3592","D5",0.5
"3593","G4",1
"3594","E5",0.5
"3595","E5",0.25
"3596","E5",0.25
"3597","E5",0.5
"3598","E5",0.5
"3599","D5",2
"3600","G5",0.5
"3601","B4",0.5
"3602","D5",1
"3603","C5",0.5
"3604","B4",0.5
"3605","A4",1
"3606","B4",0.5
"3607","C5",0.25
"3608","B4",0.25
"3609","A4",0.5
"3610","B4",0.25
"3611","A4",0.25
"3612","G4",1
"3613","G4",0.5
"3614","B4",1
"3615","B4",0.5
"3616","B4",0.25
"3617","D5",0.25
"3618","C5",0.5
"3619","C5",0.5
"3620","B4",0.5
"3621","B4",0.5
"3622","A4",0.5
"3623","A4",0.5
"3624","G4",0.5
"3625","A4",0.25
"3626","B4",0.25
"3627","C5",0.25
"3628","A4",0.25
"3629","B4",1
"3630","G4",0.5
"3631","B4",1
"3632","B4",0.5
"3633","B4",0.25
"3634","D5",0.25
"3635","C5",0.5
"3636","C5",0.5
"3637","B4",0.5
"3638","B4",0.5
"3639","A4",0.5
"3640","A4",0.5
"3641","G4",0.5
"3642","A4",0.25
"3643","B4",0.25
"3644","C5",0.25
"3645","A4",0.25
"3646","G4",0.5
"3647","D5",0.25
"3648","C5",0.25
"3649","B4",0.25
"3650","A4",0.25
"3651","B4",0.5
"3652","D4",0.5
"3653","D4",0.5
"3654","G4",0.5
"3655","D5",0.25
"3656","C5",0.25
"3657","B4",0.25
"3658","A4",0.25
"3659","B4",0.5
"3660","D4",0.5
"3661","D4",0.5
"3662","G4",0.5
"3663","G4",0.5
"3664","F#4",0.5
"3665","E4",0.5
"3666","A4",0.5
"3667","G4",2
"3668","G4",0.5
"3669","F#4",0.5
"3670","E4",0.5
"3671","A4",0.5
"3672","G4",2
"3673","G4",0.5
"3674","F#4",0.5
"3675","E4",0.5
"3676","A4",0.5
"3677","G4",0.5
"3678","B4",0.5
"3679","A4",0.5
"3680","C5",0.5
"3681","B4",0.5
"3682","D5",0.5
"3683","C5",0.5
"3684","E5",0.5
"3685","D5",0.5
"3686","B4",0.5
"3687","C5",0.5
"3688","A4",0.5
"3689","G4",2
"3690","D4",0.5
"3691","G4",1
"3692","A4",0.5
"3693","B4",0.25
"3694","C5",0.25
"3695","B4",0.25
"3696","A4",0.25
"3697","G4",0.5
"3698","B4",0.5
"3699","A4",0.5
"3700","D4",0.5
"3701","E4",0.5
"3702","F#4",0.5
"3703","G4",0.5
"3704","B4",0.25
"3705","A4",0.25
"3706","G4",0.25
"3707","F#4",0.25
"3708","E4",0.25
"3709","D4",0.25
"3710","D4",0.5
"3711","A4",1
"3712","A4",0.5
"3713","B4",0.25
"3714","C5",0.25
"3715","B4",0.25
"3716","A4",0.25
"3717","G4",0.5
"3718","B4",0.5
"3719","A4",0.5
"3720","D4",0.5
"3721","E4",0.5
"3722","F#4",0.5
"3723","G4",1.5
"3724","D4",0.5
"3725","G4",2
"3726","A4",0.25
"3727","B4",0.25
"3728","C5",0.25
"3729","A4",0.25
"3730","B4",1
"3731","D4",0.5
"3732","D4",0.5
"3733","G4",1
"3734","D5",0.25
"3735","C5",0.25
"3736","B4",0.25
"3737","A4",0.25
"3738","B4",1
"3739","D4",0.5
"3740","D4",0.5
"3741","G4",1
"3742","G4",0.5
"3743","F#4",0.5
"3744","E4",0.5
"3745","A4",0.5
"3746","D4",2
"3747","G4",0.5
"3748","F#4",0.5
"3749","E4",0.5
"3750","A4",0.5
"3751","D4",0.25
"3752","E4",0.25
"3753","F#4",0.25
"3754","G4",0.25
"3755","A4",0.25
"3756","B4",0.25
"3757","C#5",0.25
"3758","D5",0.25
"3759","G4",0.5
"3760","F#4",0.5
"3761","E4",0.5
"3762","A4",0.5
"3763","D4",1.5
"3764","D4",0.5
"3765","D5",2
"3766","C#5",0
"3767","D5",2
"3768","C#5",0
"3769","D5",1
"3770","C#5",0
"3771","D5",1
"3772","C#5",0
"3773","D5",1
"3774","C#5",0
"3775","D5",1
"3776","F5",0.75
"3777","E5",0.25
"3778","E5",0.25
"3779","D5",0.25
"3780","D5",0.25
"3781","C5",0.25
"3782","E5",0.75
"3783","D5",0.25
"3784","D5",0.25
"3785","C5",0.25
"3786","C5",0.25
"3787","B4",0.25
"3788","D5",0.75
"3789","C5",0.25
"3790","C5",0.25
"3791","B4",0.25
"3792","B4",0.25
"3793","A4",0.25
"3794","C5",0.75
"3795","B4",0.25
"3796","B4",0.25
"3797","A4",0.25
"3798","A4",0.25
"3799","G4",0.25
"3800","F5",0.75
"3801","E5",0.25
"3802","E5",0.25
"3803","D5",0.25
"3804","D5",0.25
"3805","C5",0.25
"3806","E5",0.75
"3807","D5",0.25
"3808","D5",0.25
"3809","C5",0.25
"3810","C5",0.25
"3811","B4",0.25
"3812","D5",0.75
"3813","C5",0.25
"3814","C5",0.25
"3815","B4",0.25
"3816","B4",0.25
"3817","A4",0.25
"3818","C5",0.75
"3819","B4",0.25
"3820","B4",0.25
"3821","A4",0.25
"3822","A4",0.25
"3823","G4",0.25
"3824","B4",1.5
"3825","C5",0.5
"3826","C5",1.5
"3827","B4",0.5
"3828","B4",0.5
"3829","A4",0.5
"3830","B4",0
"3831","A4",0.5
"3832","G4",0.5
"3833","D5",2
"3834","B4",1.5
"3835","D5",0.5
"3836","C5",1.5
"3837","B4",0.5
"3838","B4",0.5
"3839","A4",0.5
"3840","B4",0
"3841","A4",0.5
"3842","G4",0.5
"3843","G4",2
"3844","D4",0.5
"3845","B4",0.25
"3846","B4",0.25
"3847","B4",0.5
"3848","B4",0.5
"3849","B4",0.5
"3850","A4",0.5
"3851","G4",1
"3852","C5",0.75
"3853","B4",0.25
"3854","C5",0.75
"3855","B4",0.25
"3856","C5",0.5
"3857","B4",0.5
"3858","A4",1
"3859","A4",0.5
"3860","B4",0.5
"3861","C5",0.5
"3862","D5",0.5
"3863","B4",0.5
"3864","G4",0.5
"3865","A4",0.5
"3866","F#4",0.5
"3867","G4",1
"3868","B4",1
"3869","D5",2
"3870","G4",2
"3871","G4",1
"3872","G4",1
"3873","B4",0.5
"3874","D5",0.5
"3875","G4",1
"3876","B4",0.5
"3877","D5",0.5
"3878","C5",0.75
"3879","B4",0.25
"3880","C5",0.333
"3881","B4",0.333
"3882","A4",0.333
"3883","A4",0.5
"3884","B4",0.5
"3885","B4",1
"3886","G4",1
"3887","B4",0.5
"3888","D5",0.5
"3889","G4",1
"3890","B4",0.5
"3891","D5",0.5
"3892","C5",0.75
"3893","B4",0.25
"3894","C5",0.333
"3895","B4",0.333
"3896","A4",0.333
"3897","G4",1
"3898","B4",0.5
"3899","C5",0.5
"3900","C5",0.5
"3901","C5",0.5
"3902","C5",0.75
"3903","B4",0.25
"3904","C5",0.333
"3905","B4",0.333
"3906","A4",0.333
"3907","A4",2
"3908","A4",2
"3909","A4",0.5
"3910","B4",0.5
"3911","C5",0.5
"3912","D5",0.5
"3913","B4",0.5
"3914","G4",0.5
"3915","A4",0.5
"3916","F#4",0.5
"3917","G4",1
"3918","B4",1
"3919","D5",2
"3920","G4",2
"3921","G4",1
"3922","D4",0.5
"3923","B4",0.5
"3924","C5",0
"3925","B4",0.25
"3926","A4",0.25
"3927","G4",0.5
"3928","G4",0.5
"3929","A4",0.5
"3930","B4",0.25
"3931","D5",0
"3932","C5",0.25
"3933","B4",0.25
"3934","A4",0.25
"3935","G4",0.5
"3936","B4",0.25
"3937","D5",0.25
"3938","B4",0.5
"3939","B4",0.25
"3940","D5",0.25
"3941","B4",0.5
"3942","B4",0.5
"3943","A4",0
"3944","B4",0
"3945","A4",0.25
"3946","G4",0.25
"3947","A4",0.25
"3948","B4",0.25
"3949","D4",0.5
"3950","B4",0.5
"3951","C5",0
"3952","B4",0.25
"3953","A4",0.25
"3954","G4",0.5
"3955","G4",0.5
"3956","A4",0.5
"3957","B4",0.25
"3958","D5",0
"3959","C5",0.25
"3960","B4",0.25
"3961","A4",0.25
"3962","G4",0.5
"3963","B4",0.25
"3964","D5",0.25
"3965","B4",0.5
"3966","B4",0.25
"3967","A4",0.25
"3968","B4",0
"3969","A4",0.25
"3970","G4",0.25
"3971","G4",1
"3972","B4",0.25
"3973","B4",0.25
"3974","B4",0.25
"3975","B4",0.25
"3976","A4",0.25
"3977","D5",0.25
"3978","B4",0.5
"3979","B4",0.25
"3980","A4",0.25
"3981","B4",0
"3982","A4",0.25
"3983","G4",0.25
"3984","G4",0.25
"3985","B4",0.25
"3986","D4",0.5
