composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Scarlatti,1.71997,2.34644,6.66667,6/8 ,,0.811278
Scarlatti,1.9375,2.29596,0,3/8 ,,0
Scarlatti,2.6848,2.52079,20.8535,3/8 ,,1.32643
Scarlatti,2.17225,2.73291,26.5462,3/8 ,,1
Scarlatti,2.39954,2.67034,56.0405,3/8 ,,1.53062
Scarlatti,3.12888,2.5583,32.0833,3/4 ,,1.67982
Scarlatti,2.97494,2.37744,66.6667,3/4 ,,1.53062
Sacchini,2.98644,2.79248,56.892,3/4 ,,2.12612
Saint-sa&euml;ns,2.83871,3.27752,44.8497,2/2 ,1873,1.64792
Scarlatti,2.76067,2.81996,30.3578,2/2 ,,1.3821
Scarlatti,2.72789,2.60159,24.2424,2/2 ,,0.998636
Scarlatti,3.34857,2.84046,31.8841,2/4 ,,1.16399
Scarlatti,2.69812,2.9906,21.0526,2/2 ,,0.881291
Scarlatti,2.46951,2.63521,34.9206,4/4 ,,0.99403
Scarlatti,3.30061,2.67584,16,2/2 ,,0.961237
Scarlatti,1.91027,2.87685,22.033,4/4 ,,1.24946
Scarlatti,2.78139,2.91763,63.1613,2/4 ,,2.03816
Scarlatti,2.11481,2.52399,67.1795,3/4 ,,1.64022
Scarlatti,3.04441,2.6798,13.913,3/8 ,,1.19642
Saint-sa&euml;ns,3.14145,2.8037,10,2/2 ,1873,0.868393
Scarlatti,2.80228,2.87744,13.8388,12/8 ,,1.27431
Scarlatti,2.60191,2.88835,31.2963,2/2 ,,1.45947
Scarlatti,3.26824,3.08728,36.9048,3/4 ,,0.73453
Scarlatti,2.7658,2.87796,27.0476,4/4 ,,1.22439
Scarlatti,2.95321,2.87971,30.7359,6/8 ,,1.61255
Scarlatti,1.4705,2.23593,0,3/8 ,,0
Scarlatti,3.28108,2.57236,12.5253,2/4 ,,0.503258
Scarlatti,2.91762,2.9547,45.0745,3/4 ,,1.654
Scarlatti,2.8245,2.99908,43.4524,3/4 ,,0.747585
Scarlatti,3.12799,2.81634,46.1538,3/4 ,,1.50582
Saint-sa&euml;ns,2.97277,3.16421,15.1515,2/2 ,1873,0.840491
Scarlatti,2.71416,2.75444,27.1795,3/8 ,,1.21834
Scarlatti,2.12754,2.46759,23.8095,3/8 ,,0.96827
Scarlatti,2.78555,2.77292,7.93651,3/8 ,,0.297472
Scarlatti,1.7079,2.71278,3.0303,3/8 ,,0.258019
Scarlatti,2.67048,2.7744,15.2485,3/8 ,,1.29763
Scarlatti,2.5991,2.91341,14.8718,2/4 ,,0.979023
Scarlatti,2.38094,2.87104,34.3045,3/8 ,,0
Scarlatti,2.54376,3.21925,93.6735,3/4 ,,1.58268
Scarlatti,3.1004,2.71188,20.8333,3/8 ,,0.286397
Scarlatti,2.93983,2.93983,8.33333,6/8 ,,0.995727
Saint-sa&euml;ns,2.93517,2.91426,70.9669,4/4 ,1868,2.43316
Scarlatti,2.58604,2.81977,15.7895,6/8 ,,0.468996
Scarlatti,3.37118,2.60774,37.6941,3/8 ,,1.44882
Scarlatti,2.35948,2.80291,15.3846,4/4 ,,0.764205
Scarlatti,3.04491,2.70356,63.5374,3/4 ,,1.49693
Scarlatti,2.71416,2.75444,27.1795,3/8 ,,1.21834
Scarlatti,2.63614,3.02256,6.48148,4/4 ,,0.391244
,3.01057,2.77424,77.989,3/4 ,,2.33291
,2.79087,3.02798,47.381,3/4 ,,1.73639
Schein,2.4949,2.65053,43.7037,2/2 ,1617,1.70044
Schein,2.9766,2.7274,51.5152,3/2 ,1617,1.52736
Saint-sa&euml;ns,3.2597,3.27229,49.5238,4/4 ,1868,1.38306
Schein,2.47647,3.24108,37.8667,6/4 ,1617,1.74426
Schein,2.77791,2.86258,45.5556,2/2 ,1617,1.92154
Schein,2.7018,2.84885,37,3/2 ,1617,1.49419
,1.81833,2.89185,51.6667,6/8 ,,1.54515
,2.98418,3.02193,55.5551,4/4 ,,2.18004
,2.19236,2.84975,19.7222,4/4 ,,1.02112
,2.53145,2.90957,74.8095,3/4 ,,1.87077
,3.04644,3.18703,50.3571,2/4 ,,2.10645
,3.2728,2.77926,68.75,2/4 ,,1.65788
,2.60811,2.8065,57.256,2/4 ,,1.84125
Saint-sa&euml;ns,2.69291,3.07647,18.6667,6/8 ,1868,0
,2.85043,3.16899,74.902,3/4 ,,1.21587
,2.80301,3.04596,48,2/4 ,,1.44797
,3.51108,2.94926,14.4928,2/4 ,,0.77935
Schmitt,2.89474,2.57356,75.1595,3/4 ,,1.61719
Schmitt,2.51066,3.02042,25.679,3/4 ,,0.964086
Schmitt,2.98711,3.01301,72.7171,3/4 ,,1.41248
Schmitt,3.00618,2.84048,43.5714,3/4 ,,1.47174
Schmitt,2.36006,2.98582,59.2208,3/4 ,,1.76227
Schmitt,2.51668,1.99917,48.9418,3/4 ,,2.01997
Schmitt,1.98832,2.86819,0,3/4 ,,0
Saint-sa&euml;ns,2.69894,2.73815,77.037,6/8 ,1868,2.1037
Schmitt,2.74042,2.92325,70.1754,3/4 ,,1.92193
,2.93574,2.91128,56.3575,2/4 ,,2.09457
,3.1037,2.76032,41.7961,2/4 ,,2.17512
,2.88953,2.80196,58.2011,3/4 ,,1.45091
,2.92243,3.13483,43.6782,3/4 ,,1.52219
,2.92132,3.12,33.2923,3/4 ,,1.6554
Sch&ouml;nberg,3.18201,2.89629,60.8333,6/8 ,,1.43537
Sch&ouml;nberg,2.75,2.75,53.3333,4/4 ,,1.45915
Sch&ouml;nberg,3.20282,3.125,55.5238,4/4 ,,2.05459
Sch&ouml;nberg,3.51789,3.40311,54.8942,2/4 ,,1.77321
Saint-sa&euml;ns,2.92148,2.90789,60.6061,2/2 ,1868,0
Sch&ouml;nberg,3.20771,3.00097,69.5238,3/8 ,,1.84987
Sch&ouml;nberg,2.14162,2.93121,89.9093,4/4 ,,2.06529
Sch&ouml;nberg,3.28787,3.10605,104.318,4/4 ,,1.56832
Sch&ouml;nberg,3.08592,2.76141,54.0218,4/4 ,,1.83393
Sch&ouml;nberg,2.75871,2.44581,36.7244,4/4 ,,2.29664
Sch&ouml;nberg,3.31908,3.18928,44.2577,4/4 ,,1.52193
Schreker,2.05223,2.86232,47.997,4/4 ,,1.75
Schreker,2.27517,2.77672,50.084,4/4 ,,2.07135
Schreker,2.79077,2.80962,32.2689,6/8 ,,0.993897
Schreker,2.24691,2.92215,58.3333,3/4 ,,1.29273
Saint-sa&euml;ns,2.73935,2.78418,46.7599,2/2 ,1868,2.15564
Schreker,1.6117,2.66937,69.2188,3/4 ,,2.08223
Schreker,2.11583,3.01057,41.31,3/8 ,,1.15894
Schreker,2.26103,2.55875,55.873,4/4 ,,1.0958
Schreker,2.48706,2.93305,27.619,4/4 ,,1.78923
Schreker,2.91044,2.79186,50.6667,3/4 ,,1.56128
Schreker,2.56474,2.76474,15.3846,4/4 ,,0.950956
Schreker,2.50836,2.9988,50.5269,4/4 ,,1.52164
Schreker,2.86596,3.58418,44.0938,4/4 ,,1.94553
Schreker,2.87165,2.91937,62.6389,4/4 ,,1.6789
Schreker,2.36307,2.62631,8.48485,4/4 ,,1.06662
Saint-sa&euml;ns,2.66341,3.05685,44.4444,4/4 ,1877,0
Schubert,2.97947,2.80489,14.386,6/8 ,1870,0.548954
Schubert,2.62925,2.43927,60.2453,3/4 ,1825,1.92193
Schubert,2.82424,2.58583,20.8333,3/4 ,1825,0.977418
Schubert,2.38286,2.12661,47.3333,3/4 ,1825,1.49111
Schubert,2.80161,2.29546,30.5882,4/4 ,1823,1.57154
Schubert,2.48171,1.86763,49.1667,2/2 ,1823,2.05881
Schubert,2.94145,2.12193,40.8889,3/4 ,1823,1.29879
Schubert,2.32208,2.44107,76.1111,3/4 ,1823,1.85429
Schubert,2.17404,2.35329,86.862,4/4 ,1827,2.00429
Schubert,1.85469,2.96815,7.36932,3/4 ,1827,0.568996
Sacchini,2.70869,2.9037,87.2453,3/4 ,,0
Saint-sa&euml;ns,2.62201,2.81123,32.5477,4/4 ,1877,1.15678
Schubert,2.52193,2.24644,36.3636,3/4 ,1827,1
Schubert,2.55504,2.55504,30,4/2 ,1857,1.85429
Schubert,2.70499,2.03658,6,3/4 ,1857,0.439497
Schubert,2.60624,2.7899,68.6667,3/4 ,1857,1.86763
Schubert,2.86096,3.07095,95.4902,4/4 ,1839,1.72227
Schubert,2.46625,2.30689,48,3/4 ,1839,1.68582
Schubert,2.32322,2.50161,41.4815,2/2 ,1839,1.73945
Schubert,2.22219,2.21924,47.0588,3/4 ,1839,1.19417
Schubert,2.13832,2.79424,27.451,4/4 ,1825,0.60984
Schubert,2.53049,2.19716,27.5556,4/4 ,1825,1.06128
Saint-sa&euml;ns,2.87139,2.99229,20.7018,4/4 ,1877,1.44117
Schubert,2.46887,2.02416,17.5758,2/4 ,1826,0.912316
Schubert,1.93868,2.77778,53.9394,2/4 ,1826,1.48853
Schubert,2.31368,2.8152,31.1111,2/4 ,1826,1.3831
Schubert,2.32789,2.56618,33.6842,4/4 ,1826,1.76096
Schubert,2.49439,2.40743,101.529,4/4 ,1826,1.95678
Schubert,2.21702,2.80735,51.1688,4/4 ,1826,1.61401
Schubert,3.22647,2.68939,52.93,3/4 ,,0
Schubert,1.94914,1.92745,95.1701,9/8 ,1828,2.17356
Schubert,2.14926,2.02258,70.3463,9/8 ,1828,1.95915
Schubert,2.40953,2.34969,88.8515,2/4 ,1828,
Saint-sa&euml;ns,2.24939,3.22018,6.31579,2/4 ,1877,0.721928
Schubert,2.70869,2.74644,4.16667,2/4 ,1828,0.322757
Schubert,2.86596,2.70869,63.1111,2/4 ,1828,1.5
Schubert,2.57782,2.375,42.4242,2/4 ,1828,0.918296
Schubert,3.00869,2.74644,66.0606,3/4 ,1828,1.84237
Schubert,2.33291,2.3899,56,3/4 ,1828,1.57262
Schubert,2.2082,2.40479,98.6462,2/2 ,1846,1.93628
Schubert,2.75506,2.65505,138.159,3/4 ,1846,1.53012
Schubert,3.17095,3.2037,78.0087,4/4 ,1853,1.84987
Schubert,2.68129,2.47907,94.0614,4/4 ,1853,1.96915
Schubert,2.53661,2.86659,49.8168,6/8 ,1853,1.61433
Saint-sa&euml;ns,1.9873,2.6748,75.3887,6/8 ,1877,2.11508
Schubert,2.98546,2.84342,72.0763,6/8 ,1853,1.96666
Schubert,2.41896,2.55805,39.4444,3/4 ,1853,1.46048
Schubert,2.62193,2.58418,82,3/4 ,1853,1.58496
Schubert,3.02263,2.68917,39.1304,2/4 ,1853,1.76964
Schubert,2.49197,2.90195,56.5079,3/4 ,1853,1.87996
Schubert,2.64644,2.56096,67.7765,3/4 ,1853,2.15564
Schubert,1.98875,2.82189,42.9304,2/2 ,1853,2.07416
Schubert,3.02206,2.55459,39.0731,3/4 ,1865,1.57095
Schubert,2.37153,2.65505,32.381,2/4 ,1865,1.45656
Schubert,2.61006,2.87951,33.8889,4/4 ,1890,1.10331
Saint-sa&euml;ns,2.74473,2.71092,55.0877,3/4 ,1877,1.70477
Schubert,3.0037,2.87095,41.6162,3/4 ,1954,1.75748
Schubert,2.8046,2.54961,63.6364,3/4 ,1890,1.15894
Schubert,3.1076,2.5778,42,2/2 ,1897,1.206
Schubert,2.57782,2.57782,56.2193,2/2 ,1890,2.35539
Schubert,2.58206,2.68953,78.5714,6/8 ,1890,2.23226
Schubert,2.39232,3.05898,18.2222,3/4 ,1890,0.936667
Schubert,3.01297,3.01297,33.3333,4/4 ,1890,0
Schubert,2.83846,3.11991,71.0119,4/4 ,1863,2.22807
Schubert,2.65564,2.60222,57.7345,3/4 ,1863,2.25776
Schubert,2.99663,2.99663,51.2346,3/4 ,1863,1.6815
Saint-sa&euml;ns,2.69089,3.02613,40.2597,4/4 ,1881,1.32578
Schubert,2.95499,2.84436,37.6471,3/4 ,1863,1.45915
Schubert,2.64125,2.62922,58.1746,3/4 ,1863,1.92417
Schubert,2.32486,2.32486,23.2804,3/4 ,1863,1.29546
Schubert,2.46596,2.84644,41.0582,2/2 ,1871,1.50161
Schubert,2.76596,2.96596,59.3016,2/4 ,1871,2.02749
Schubert,2.82218,2.63129,26.6667,3/4 ,1871,1.46048
Schubert,3.00869,2.46596,37.7778,2/4 ,1871,
Schubert,2.49302,2.98832,35.1515,2/2 ,1840,1.53049
Schubert,2.23395,2.91099,36.3636,2/2 ,1840,0.619382
Schubert,2.63559,2.89807,50.0585,3/4 ,1840,0.993897
Saint-sa&euml;ns,2.96544,2.99249,20.3172,4/4 ,1881,1.57743
Schubert,2.99411,2.9547,49.2857,6/8 ,1840,1.62776
Schubert,2.31662,3.0276,38.2993,2/4 ,1840,1.35164
Schubert,2.11796,2.89629,0,6/8 ,1870,0
Schubert,2.5843,2.7347,65.2134,6/8 ,1870,1.70338
Schubert,2.80105,2.69509,73.7143,4/4 ,1824,1.80161
Schubert,2.97084,2.68953,58.7302,4/4 ,1824,1.5656
Schubert,2.64164,2.79424,35.0877,2/2 ,1824,1
Schubert,2.57294,2.25023,71.2738,3/4 ,1824,2.34644
Schubert,2.00299,2.77982,47.4892,2/4 ,1824,1.99949
Schubert,2.77095,1.74274,64.5833,2/4 ,1824,1.33282
Saint-sa&euml;ns,2.54808,2.86158,65.2393,6/8 ,1881,1.79248
Schubert,2.70282,2.82782,40.2609,4/4 ,1831,1.5
Schubert,2.87314,2.72725,50.068,4/4 ,1831,2.30107
Schubert,2.19969,1.98777,44.4444,4/4 ,1831,0.970951
Schubert,2.52735,2.61135,52.381,3/4 ,1831,1.27516
Schubert,2.64087,2.37338,70.7692,3/4 ,1831,0.787127
Schubert,2.23065,2.23065,88.7436,6/8 ,1831,0.99403
Schubert,2.3037,2.42193,49.9471,6/8 ,1831,1.5
Schubert,2.78339,2.83292,104.062,3/4 ,1851,2.28333
Schubert,3.19089,2.95321,59.6491,4/4 ,1851,1.71704
Schubert,2.40401,2.41309,11.7647,3/4 ,1851,0.918296
Saint-sa&euml;ns,2.94109,3.02995,67.2829,6/8 ,1881,2.12165
Schubert,2.66396,2.52287,53.3333,3/4 ,1851,1.36631
Schubert,2.69006,2.59399,28.0702,6/8 ,1851,0
Schubert,2.875,2.78064,44.4444,4/4 ,1829,1.45915
Schubert,3.06977,2.55351,67.9501,4/4 ,1829,1.37095
Schubert,3.31035,3.04364,85.5433,3/4 ,1829,2.21469
Schubert,2.8559,2.98709,33.3333,3/4 ,1829,0.936667
Schubert,2.69747,2.54488,46.1538,3/4 ,1829,1.33827
Schubert,2.79465,2.52494,77.3767,2/4 ,1829,2.84237
Schubert,2.3286,2.60985,43.208,2/4 ,1829,1.78142
Schubert,2.81449,2.95242,73.2837,4/4 ,1853,1.84008
Saint-sa&euml;ns,3.20888,2.97288,69.5856,2/2 ,1881,1.95854
Schubert,2.29469,2.80888,55.9398,4/4 ,1853,1.37789
Schubert,2.10846,2.10846,102.197,12/8 ,1853,1.82625
Schubert,2.49913,2.6367,39.6296,3/4 ,1853,0.574636
Schubert,2.01646,3.09944,106.471,4/4 ,1853,2.18681
Schubert,2.78059,2.73047,26.2857,2/2 ,1853,1.41309
Schubert,3.10123,2.80875,45.7516,2/2 ,1853,1.37095
Schubert,2.87966,2.84081,44.4444,2/2 ,1827,1.39215
Schubert,2.60846,2.53064,101.667,2/2 ,1827,1.31432
Schubert,3.04642,3.05077,53.4271,4/4 ,1897,1.84237
Schubert,2.87291,2.9199,24.0781,2/4 ,1897,2.0647
Saint-sa&euml;ns,2.9183,2.86991,52.9101,6/8 ,1884,1.4789
Saint-sa&euml;ns,2.94504,2.87951,33.3333,2/2 ,1881,0.905587
Schubert,3.48418,2.80161,38.6447,2/2 ,1854
1826,1.37842
Schubert,2.65426,2.81631,70.7468,3/4 ,1823
1891,1.892
Schubert,3.14644,2.48418,33.3333,2/2 ,1823
1891,1.50524
Schubert,2.93719,2.58362,49.507,4/4 ,1823
1891,0
Schubert,2.46535,3.02206,28.0702,2/2 ,1823
1891,0.970951
Schubert,2.63692,2.67463,43.7037,2/4 ,1823
1891,1.23639
Schubert,2.65426,2.58689,38.1746,2/2 ,,1.88109
Schubert,2.61006,2.33926,55.2381,2/4 ,,1.39215
Schubert,2.78418,2.34644,48,2/4 ,,1.50524
Schubert,3.36141,2.93152,48.087,3/4 ,1871,0.985228
Saint-sa&euml;ns,2.64721,3.02268,74.958,2/2 ,1881,1.89902
Schubert,2.87951,2.40479,56.5777,4/4 ,1826,1.64022
Schubert,2.60624,2.3899,59.0909,3/8 ,1826,2.11808
Schubert,2.35164,2.10774,51.1111,3/4 ,1826,1.52623
Schubert,2.29953,2.31346,70.9524,12/8 ,1827,1.90151
Schubert,2.26104,2.69785,62.4892,3/8 ,1827,1.94914
Schubert,3.08359,2.55468,37.5,3/8 ,1827,1.50903
Schubert,2.08048,2.24274,24.4898,3/4 ,1827,1.27291
Schubert,2.27879,2.59037,56.585,3/4 ,1827,0.816689
Schubert,2.757,2.87314,25.5639,4/4 ,1827,1.02263
Schubert,2.78443,2.82272,76.8509,4/4 ,1829,1.99561
Saint-sa&euml;ns,2.37496,2.37496,22.2222,2/2 ,1881,1.41956
Schubert,2.88955,2.63129,27.779,4/4 ,1829,1.52193
Schubert,2.67937,2.51603,35.2941,3/4 ,1829,0.986427
Schubert,2.72722,3,29.127,6/8 ,1829,1.57442
Schubert,2.74717,2.55218,57.7778,6/8 ,1829,1.95021
Schubert,2.93983,2.66013,38.9771,4/4 ,1839,1.892
Schubert,2.82258,2.87291,50.6667,4/4 ,1839,1.9183
Schubert,1.86496,2.628,19.1322,3/4 ,1839,0.658351
Schubert,2.375,2.35222,61.697,3/4 ,1839,1.78416
Schubert,3.00624,2.15591,105.055,4/4 ,1846,1.9183
Schubert,2.9183,2.58496,52.0635,4/4 ,1846,1.37095
Saint-sa&euml;ns,2.28064,2.27178,46.5934,6/4 ,1868,1.37878
Schubert,2.97957,2.78658,103.333,4/4 ,1846,0
Schubert,2.58914,2.64237,62.0592,3/4 ,1846,2.17013
Schubert,3.14644,2.20161,40,3/4 ,1846,1.29879
Schubert,2.28142,2.77672,57.7778,3/8 ,1846,1.57943
Schubert,2.8693,2.46967,55.5556,3/8 ,1846,0.918296
Schubert,2.15522,2.10774,39.9267,4/4 ,1839,1.37878
Schubert,2.36596,2.74644,31.7949,4/4 ,1839,1.40564
Schubert,2.35353,1.95006,87.385,3/4 ,1839,2.17095
Schubert,2.43935,2.66596,17.7778,3/4 ,1839,1
Schubert,2.55082,2.53732,14.8148,2/4 ,1839,0
Saint-sa&euml;ns,3.0602,2.92353,7.42794,6/4 ,1868,0.5934
Schubert,2.82782,2.60222,83.2035,4/4 ,1871,1.45727
Schubert,2.48171,2.59491,46.5795,3/4 ,1871,1.50161
Schubert,2.80154,2.69302,88.8889,2/4 ,1871,0.970951
Schubert,2.66485,2.07291,8.38095,2/4 ,1871,0.468167
Schubert,2.82059,2.03009,41.0256,2/4 ,1871,1.14883
Schubert,2.85988,3.03379,45.7143,2/2 ,1836,1.90397
Schubert,2.87603,2.72634,86.773,2/4 ,1836,2.39081
Schubert,2.58288,3.11808,48.5119,6/8 ,1836,1.40468
Schubert,3.11828,3.15422,110.606,3/4 ,1836,1.7922
Schubert,3.32748,2.8812,93.6695,2/4 ,1836,2.12193
Saint-sa&euml;ns,3.40291,2.65184,59.0476,6/4 ,1868,1.73815
Schubert,2.63321,2.67095,38.9322,3/4 ,1836,1.43925
Schubert,2.66763,2.61991,45.8333,3/4 ,1836,1.33282
Schubert,2.72548,2.75272,42.963,2/4 ,1836,0.985228
Schubert,2.39232,2.76067,13.3333,2/4 ,1836,1.08631
Schubert,3.06497,2.94639,69.7778,4/4 ,1851,2.05242
Schubert,2.35539,2.22957,28.5714,3/4 ,1851,0.764205
Schubert,2.42334,2.73333,59.7368,3/8 ,1851,2.39733
Schubert,3.12799,2.90576,66.6667,3/4 ,1851,0.985228
Schubert,2.57664,2.90614,51.7087,3/4 ,1851,1.32161
Schubert,2.92898,2.91558,53.822,3/4 ,1851,0
Saint-sa&euml;ns,2.75249,2.92307,47.4074,2/4 ,1868,1.9335
Schubert,3.41925,2.9656,84.8725,2/2 ,1884,2.42864
Schubert,2.8046,2.98832,28.0357,2/2 ,1884,1.36053
Schubert,2.23096,3.01668,42,2/2 ,1884,1.78993
Schubert,3.12075,2.7401,32.5,2/2 ,1884,0.834347
Schubert,2.48879,2.98709,55.5952,6/8 ,1884,2.44107
Schubert,3.06497,2.52949,76.1111,6/8 ,1884,1.50027
Schubert,2.82193,2.62193,55.2381,3/4 ,1884,1
Schubert,2.75591,2.67803,37.2222,3/4 ,1884,
Schubert,2.62273,2.4983,77.6335,4/4 ,1884,0
Schubert,3.22673,3.13582,22.2222,4/4 ,1884,1.52219
Saint-sa&euml;ns,2.71241,2.66107,18.75,3/4 ,1875,0.522559
Schubert,3.40582,2.94504,79.1345,4/4 ,1884,
Schubert,2.32289,2.94143,13.8667,2/2 ,1884,0.591673
Schubert,2.49756,2.53187,48.7188,4/4 ,1884,1.85656
Schubert,2.73142,3.00097,33.7255,2/4 ,1884,1.35999
Schubert,2.15447,3.02256,12.1212,3/4 ,1884,0.558629
Schubert,2.68953,2.69478,25.641,3/4 ,1884,0.970951
Schubert,2.85464,2.62754,24.2424,2/4 ,1884,0.886541
Schubert,2.78928,2.72386,58.4615,2/4 ,1884,1.37928
Schubert,2.55309,2.18201,89.1912,4/4 ,1884,2.08496
Schubert,3.00235,2.96279,33.2171,4/4 ,1884,2.12193
Saint-sa&euml;ns,2.68547,2.71713,43.1373,3/4 ,1875,0.831474
Schubert,3.28592,3.17775,83.7155,4/4 ,1884,1.14883
Schubert,2.93463,3.27517,26.1538,2/4 ,1884,1.08923
Schubert,3.04411,2.25846,34.1733,2/4 ,1884,1.88925
Schubert,2.27879,2.84535,23.5294,3/4 ,1884,0.918296
Schubert,3.16993,2.97494,37.6068,3/4 ,1884,
Schubert,3.07925,2.71879,33.3333,6/8 ,1884,0.831474
Schubert,2.57262,2.86763,38.4615,6/8 ,1884,1.05294
Schubert,2.52297,2.96733,23.3333,3/4 ,1884,0.973784
Schubert,2.75908,2.96888,39.6491,4/4 ,1884,1.12549
Schubert,3.24644,3.02193,22.2222,4/4 ,1884,0.696212
Saint-sa&euml;ns,2.96156,2.98206,42.1088,3/4 ,1915,1.69903
Schubert,2.53238,2.87787,54.8918,2/4 ,1884,1.93002
Schubert,2.75591,2.98709,41.0256,2/4 ,1884,1.48366
Schubert,2.28064,2.65564,48.4848,2/4 ,1884,0.918296
Schubert,2.10846,3.25,0,3/4 ,1884,0
Schubert,2.78064,2.875,35.1515,3/4 ,1884,1.45915
Schubert,3,2.78064,6.06061,2/2 ,1884,0.918296
Schubert,3.15591,2.96474,47.3203,2/2 ,1884,1.5
Schubert,3.21351,3.08233,70.7692,2/2 ,1884,1.52751
Schubert,2.71521,2.91044,12.1212,2/2 ,1884,0.811278
Schubert,2.95114,2.8559,11.6667,2/2 ,1885,0.834347
Saint-sa&euml;ns,2.82706,2.56003,47.0238,2/4 ,1884,1.5288
Saint-sa&euml;ns,2.60846,2.60222,33.3333,3/4 ,1915,1.5734
Schubert,2.98546,2.86003,61.5825,2/2 ,1885,1.93871
Schubert,2.9278,3.14162,52.0398,2/2 ,1885,1.57095
Schubert,3.01301,3.11361,51.4586,6/8 ,1885,1.90057
Schubert,3.34446,2.82272,39.2381,6/8 ,1885,1.35164
Schubert,2.5516,2.73386,45.3333,3/4 ,1885,1.69093
Schubert,2.80152,2.82807,40.6349,3/4 ,1885,1.49702
Schubert,2.45161,2.66543,15.8333,2/4 ,1885,1.08631
Schubert,2.20453,2.86336,31.8789,2/4 ,1885,1.81135
Schubert,3.22875,2.97528,60.0242,3/4 ,1885,2.33318
Schubert,2.68582,3.07923,76.7756,2/2 ,1885,1.22439
Saint-sa&euml;ns,2.2513,2.37587,22.0986,2/4 ,1888,1.14522
Schubert,3.08452,2.92742,55.291,2/2 ,1885,1.67877
Schubert,3.22969,3.12413,63.7644,2/4 ,1885,2.27111
Schubert,2.4275,2.7745,30.3575,2/4 ,1885,0
Schubert,2.91351,3.17615,39.2157,3/4 ,1885,0
Schubert,2.75161,2.63183,31.9444,3/4 ,1885,1.15894
Schubert,2.73391,3.00695,17.7778,2/4 ,1885,0.995727
Schubert,2.748,2.29346,54.1414,2/4 ,1885,1.45656
Schubert,2.56096,2.73935,92.0879,2/4 ,1885,1.56128
Schubert,2.60539,2.77206,67.6751,4/4 ,1840,1.97494
Schubert,2.70499,2.21951,38.3461,2/2 ,1840,1.37095
Saint-sa&euml;ns,2.89269,2.99178,26.8804,2/4 ,1888,1.29584
Schubert,2.35887,2.94145,101.429,2/2 ,1840,1.41856
Schubert,2.34644,2.68418,22.6656,2/2 ,1840,1.40564
Schubert,2.69747,2.73142,79.5564,2/4 ,1840,0
Schubert,2.46625,2.65656,26.6667,2/4 ,1840,1.43537
Schubert,2.40855,2.53187,38.1513,2/4 ,1840,2.05881
Schubert,2.23346,2.82782,34.1991,2/4 ,1840,1.78416
Schubert,2.46387,2.6037,18.4127,3/4 ,1840,1.0141
Schubert,2.628,2.80566,54.7902,3/4 ,1840,1.98523
Schubert,2.93121,2.77736,29.1667,3/4 ,1840,0.986427
Schubert,1.98083,1.76765,78.0952,3/4 ,1840,1.92417
Saint-sa&euml;ns,2.93841,2.9819,44.9735,4/4 ,1888,1.47691
Schubert,2.64237,2.19969,99.8828,2/4 ,1840,2.19716
Schubert,2.06122,2.74509,23.3342,2/4 ,1840,1.19225
Schubert,2.13792,2.13792,26.1538,2/4 ,1840,1.59167
Schubert,2.48418,2.42193,66.6667,3/4 ,1867
1865,1.48336
Schubert,2.69908,2.78658,66.1905,3/4 ,1867
1865,2.0924
Schubert,2.46433,2.65739,67.619,3/4 ,1867
1865,2.39631
Schubert,2.35539,2.85539,16.6667,3/8 ,1867
1865,0
Schubert,2.33539,2.5817,41.0256,3/8 ,1867
1865,0.997503
Schubert,2.3496,2.39678,52.381,3/8 ,1867
1865,1.43552
Schubert,2.98709,2.47495,69.3211,4/4 ,1836,1.55773
Saint-sa&euml;ns,2.97532,2.80575,33.3333,6/8 ,1883
1883,0.913283
Schubert,2.90564,2.60846,55.0649,4/4 ,1836,1.57662
Schubert,2.64644,2.57095,42.6667,6/8 ,1836,2.1494
Schubert,2.85367,2.49809,30,3/4 ,1836,1.12549
Schubert,2.16904,2.59179,43.3333,3/4 ,1836,1.85856
Schubert,2.63129,2.74894,29.6296,2/4 ,1836,0.77935
Schubert,2.94486,2.64701,89.7618,2/4 ,1836,2.00869
Schubert,3.04163,2.61997,42.2711,3/4 ,1827
1828,1.42379
Schubert,2.16096,2.04145,31.746,3/4 ,1827
1828,1.0141
Schubert,2.34347,2.54928,50.4308,3/4 ,1827
1828,2.13339
Schubert,2.42484,2.86659,74.4698,2/4 ,1827
1828,2.62352
Saint-sa&euml;ns,2.63327,2.64888,61.3605,4/4 ,1883
1883,2.22029
Schubert,2.72322,2.56096,23.8095,3/4 ,1827
1828,1.27291
Schubert,2.54125,2.98009,70.9167,6/8 ,1827
1828,
Schubert,1.77995,2.50326,0,2/2 ,1827
1828,0
Schubert,3.08793,3.20771,46.3866,4/4 ,1897,1.59546
Schubert,2.90984,3.25615,41.6976,6/8 ,1897,2.06552
Schubert,2.72472,3.05898,36.4444,3/4 ,1897,0.834347
Schubert,2.75908,2.69366,35.5556,2/4 ,1897,1.43738
Schubert,2.90727,2.98644,26.4426,4/4 ,,1.25678
Schubert,2.79335,2.74894,28.3333,3/4 ,1821,1.61433
Schubert,2.71078,2.70523,0,3/4 ,1821,0
Saint-sa&euml;ns,2.06313,2.54545,33.0556,3/4 ,1883
1883,1.6219
Schubert,2.79327,3.13288,31.3725,3/4 ,1821,0.591673
Schubert,2.59412,2.52494,32.7273,3/4 ,1825,1.37878
