composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Saint-sa&euml;ns,2.61334,2.85429,42.4242,6/8 ,1857,1.35164
Strauss,2.94644,3.48418,32.161,4/4 ,,2.10846
Strauss,3.30869,2.46387,41.9259,4/4 ,,1.43925
Strauss,3.04007,2.66991,103.01,4/4 ,,2.07405
Strauss,2.90564,3.20282,58.5753,2/4 ,,2.4116
Strauss,2.93436,2.80899,44.8993,3/4 ,,2.27662
Strauss,2.33907,2.05845,105.249,3/4 ,,1.86953
Strauss,2.93685,2.77059,61.191,4/4 ,1887,1.8496
Strauss,3.09535,2.97528,96.9887,4/4 ,1887,2.08623
Strauss,3.01301,2.96502,71.7066,4/4 ,1887,2.21532
Strauss,3.38379,2.70973,53.0994,6/4 ,1887,1.68794
Saint-sa&euml;ns,2.27341,2.42682,64.6661,3/4 ,1886,0
Strauss,3.0869,3.05373,50.2262,6/4 ,1887,0
Strauss,3.14347,2.97288,54.0476,6/4 ,1887,1.55743
Strauss,2.96933,2.59503,50.0797,6/4 ,1887,1.34202
Strauss,2.87925,2.8152,41.7195,3/2 ,1887,1.41085
Strauss,3.17928,3.03216,50.1449,3/8 ,1887,2.04598
Strauss,2.47375,2.84825,79.5433,3/8 ,1887,2.62268
Strauss,2.58604,2.53571,66.6772,3/8 ,1887,2.44641
Strauss,3.11327,2.56721,70.8009,6/8 ,1887,2.37899
Strauss,2.28035,2.67046,127.023,2/4 ,1887,1.81712
Strauss,2.80016,2.52217,73.3968,2/4 ,1887,2.17356
Saint-sa&euml;ns,2.88386,2.75908,52.8205,3/4 ,1886,1.16609
Strauss,3.26083,3.01057,48.0952,2/4 ,1887,1.67291
Strauss,2.90195,3.08377,50.8272,2/4 ,1887,1.05402
Strauss,2.40667,2.80735,75.485,2/4 ,1887,2.24644
Strauss,2.77047,2.88053,16.4363,4/4 ,,1.18414
Strauss,2.58279,2.89185,67.0833,6/8 ,,1.51973
Strauss,3.47438,2.87792,70.1999,3/4 ,,0.918296
Strauss,3.36804,2.60138,50.6803,6/8 ,,1.25771
Strauss,2.94876,2.83674,36.0494,2/4 ,,1.16765
Strauss,2.82096,2.62262,30.4167,4/4 ,,1.14631
Strauss,2.87252,2.77675,38.3673,3/4 ,,1.30617
Saint-sa&euml;ns,3.2979,2.73593,43.3333,2/2 ,1922,1.17528
Saint-sa&euml;ns,2.07463,2.2301,7.11111,3/4 ,1886,0.702467
Strauss,2.65505,2.76031,33.3333,3/4 ,,0.961237
Strauss,2.69951,2.69238,30.1754,3/4 ,,1.29176
Strauss,3.10657,3.0192,22.2222,3/4 ,,0.353359
Strauss,2.83857,2.85554,41.2346,3/4 ,,1.50552
Strauss,2.73994,2.84438,38.8662,3/4 ,,1.92994
Strauss,2.52597,2.80411,36.1404,3/4 ,,1.44115
Strauss,2.62093,2.81683,53.3832,3/4 ,,2.12643
Strauss,3.11761,2.9177,77.9735,4/4 ,,2.26466
Strauss,3.05876,2.82993,61.6606,2/4 ,,2.29635
Strauss,3.69228,2.88842,43.1607,2/4 ,,1.57095
Sammartini,2.13272,2.91108,74.7826,2/4 ,1742,1.52193
Strauss,2.67624,3.07564,55.6229,2/4 ,,
Strauss,3.03858,2.99842,80.7254,6/8 ,,1.86312
Strauss,3.03816,2.7822,73.7326,4/4 ,,2.27761
Strauss,2.43773,2.5875,51.612,3/4 ,,1.5
Strauss,3.13233,2.89958,42.9885,3/4 ,1890,1
Strauss,2.88836,2.83857,88.0107,3/4 ,1890,2.86558
Strauss,2.85869,2.63327,88.2011,3/4 ,1890,2.39428
Strauss,3.06512,2.67742,73.4444,3/4 ,1890,1.57135
Strauss,3.02621,3.13982,67.619,3/4 ,1890,1.4619
Strauss,3.20897,3.11058,57.0347,2/2 ,1889,2.21855
Sammartini,2.73935,3.04644,52.9735,4/4 ,1742,1.72331
Strauss,3.32066,3.22488,109.177,2/2 ,1889,2.55283
Strauss,3.32393,3.03832,60.1078,4/4 ,1889,2.32996
Strauss,3.40869,2.83321,41.7778,2/2 ,1889,1.51973
Strauss,2.40874,2.5925,86.4946,2/2 ,1889,1.25163
Strauss,2.78902,2.53863,85.7547,2/2 ,1889,2.0126
Strauss,3.27955,3.06353,48.0083,4/4 ,1898,2.37135
Strauss,3.4581,3.39954,54.1872,4/4 ,1898,0.894552
Strauss,3.09671,3.0875,78.0013,4/4 ,1898,2.27043
Strauss,2.78339,3.14559,51.2381,4/4 ,1898,1.8556
Strauss,3.01453,2.73624,25.1852,4/4 ,1898,
Sammartini,2.25846,2.81634,17.7551,12/8 ,1742,0.696212
Strauss,3.13817,2.60674,43.8799,3/4 4/4 3/4 4/4 ,1898,1.62482
Strauss,3.12888,2.69469,78.5142,4/4 ,1899,2.19546
Strauss,3.50928,3.12888,64.3884,4/4 ,1899,1.80313
Strauss,3.15727,3.20499,61.4099,4/4 ,1899,1.92687
Strauss,2.55218,3.01688,66.0173,4/4 ,1899,1.42991
Strauss,3.90321,3.45729,22.619,3/4 ,1899,0.547553
Strauss,2.6426,3.20587,62.4307,4/4 ,1899,1.52472
Strauss,3.04145,2.44145,81.2479,4/4 ,1899,2.2246
Strauss,3.40664,2.99249,65.2214,4/4 ,1899,0.591673
Strauss,3.03832,2.84436,74.0255,4/4 ,1899,1.9072
Sammartini,2.45324,2.62165,81.9746,4/4 ,,0.918296
Strauss,2.69421,2.92603,89.5881,3/4 ,1899,2.6488
Strauss,2.85547,3.13361,48.0643,4/4 ,1899,1.8049
Strauss,3.32811,2.60355,68.4676,2/4 ,,1.69903
Strauss,2.85456,2.65788,53.5101,3/4 ,1911,2.08489
Strauss,2.94109,2.69562,69.691,3/4 ,1911,2.43773
Strauss,3.00624,2.81592,68,3/4 ,1911,1.83837
Strauss,2.48318,2.77202,30.9524,3/4 ,1911,0.834347
Strauss,3.24472,2.61454,90.0969,3/4 ,1911,1.5
Strauss,3.39294,3.53064,78.8052,3/4 ,1905,2.63935
Strauss,4.01486,3.22569,77.8533,3/4 ,1905,2.4219
,2.8489,2.94632,123.912,3/4 ,,0
Strauss,3.04145,3.28418,65.2522,3/4 ,1905,1.6494
Strauss,2.569,2.82996,85.6536,3/4 ,1905,1.75266
Strauss,2.66455,2.6076,94.4755,3/4 ,1905,2.10474
Strauss,3.05743,2.80152,48.1518,4/4 ,,1.95973
Strauss,2.67981,2.96381,48.5119,4/4 ,,1.36053
Strauss,2.64208,2.97125,56.1728,3/4 ,,1.78993
Strauss,2.74298,2.77675,35.1378,4/4 ,,1.88018
Strauss,2.89421,3.03226,52.2778,2/4 ,,1.51964
Strauss,2.77424,2.62925,77.364,3/4 ,,2.54926
Strauss,3.05702,2.84245,13.3333,3/4 ,,0.825627
,2.56003,2.79424,108.018,3/4 ,,1.97323
Strauss,2.80337,2.55698,82.9504,3/4 ,,1.65898
Strauss,2.98832,3.04945,22.7451,2/4 ,1904,1.39215
Strauss,3.26818,2.69753,54.1414,2/4 ,1904,1.40293
Strauss,3.19024,3.2037,42.2827,2/4 ,1904,2.06291
Strauss,3.51024,3.0072,27.0476,2/4 ,1904,1.21702
Strauss,2.7286,2.43491,82.9524,2/4 ,1904,1.37878
Strauss,2.40888,2.62631,45.9649,6/8 ,1904,1.33616
Strauss,3.05077,2.54488,85.1968,4/4 ,1904,2.37456
Strauss,2.79465,2.97494,32.1429,4/8 ,1895,1.59167
Strauss,3.26502,3.04473,23.1884,6/8 ,1895,0.619382
,2.50055,2.73576,31.1111,6/8 ,,1.45742
Strauss,3.02699,2.87314,58.9744,6/8 ,1895,1.37095
Strauss,2.68008,2.65354,50.9804,6/8 ,1895,0.699858
Strauss,2.74145,2.57095,20.4444,6/8 ,1895,0.993393
Strauss,3.10552,2.69006,54.559,2/4 ,1895,1.94812
Strauss,2.52912,2.88178,25,6/8 2/4 ,1895,0.591673
Strauss,3.50354,3.08605,69.4811,4/4 ,1890,2.30107
Strauss,3.15508,2.77469,66.131,4/4 ,1890,1.88223
Strauss,3.19788,2.80164,38.1831,4/4 ,1890,1.53432
Strauss,2.80735,2.69951,81.8159,4/4 ,1890,1.89624
Strauss,1.97175,2.16264,28.5714,4/4 ,1890,0.543564
,2.16101,2.78555,35.3925,3/8 ,,1.9943
Stravinsky,3.3321,2.65283,111.176,4/4 ,1928
1928,1.97494
Stravinsky,3.1076,2.61302,129.167,4/4 ,1928
1928,1.50997
Stravinsky,2.77202,2.93443,39.4558,2/2 ,1928
1928,1.02263
Stravinsky,2.69866,2.82218,109.259,2/8 ,1928
1928,1.46048
Stravinsky,2.58418,2.34145,65.4161,3/4 ,1928
1928,1.45915
Stravinsky,2.91044,2.81045,14.2857,2/4 ,1928
1928,0.668564
Stravinsky,2.60624,2.87291,69.697,9/8 ,1928
1928,1.32501
Stravinsky,3.32486,2.7979,52.9412,2/4 ,1928
1928,1.23616
Stravinsky,2.65564,2.85846,96.6667,3/8 ,1928
1928,1.91434
Stravinsky,3.16307,3.06849,26.9841,4/8 ,1928
1928,0.865857
,2.42099,2.55002,38.0924,3/8 ,,1.55094
Stravinsky,3.3156,2.4394,18.8889,6/8 ,1928
1928,0.811278
Stravinsky,2.52469,2.77292,31.3725,4/2 ,1928
1928,0.981941
Stravinsky,2.51532,2.64809,43.4783,3/4 ,1928
1928
1952,1.45915
Stravinsky,2.86032,2.32008,26.6667,2/4 ,1928
1928
1952,1
Stravinsky,2.3087,2.08044,32.1212,2/4 ,1928
1928
1952,0.866314
Stravinsky,2.58355,2.5998,18.1818,3/4 4/4 3/4 ,1928
1928
1952,0
Stravinsky,3.19969,3.51756,19.0476,2/4 ,1928
1928
1952,0.99403
Stravinsky,1.94432,2.14564,29.4118,2/4 ,1928
1928
1928,1.40467
Stravinsky,2.83969,2.76001,22.2222,3/8 ,1928
1928
1952,0.439497
Stravinsky,3.20386,2.93469,38.2456,4/4 ,1928
1928
1952,1.206
Saint-sa&euml;ns,2.80489,3.10874,37.6367,6/4 ,1922,1.592
,2.54659,2.81507,51.0312,2/4 ,,2.36779
Stravinsky,2.9152,2.55283,53.6508,3/4 ,1928
1928
1952,1.83226
Stravinsky,3.38257,3.33468,83.7451,2/4 ,1928
1928
1952,1.92193
Stravinsky,2.39232,2.61997,27.5,2/4 ,1928
1928
1952,1.48366
Stravinsky,2.96375,2.64208,54.1667,6/8 ,1928
1928
1952,0.977418
Stravinsky,3.10928,3.23908,36.2963,4/4 ,1928
1928
1952,0.722858
Stravinsky,2.85051,2.80737,76.6667,2/4 3/4 2/4 ,1928
1928
1952,1.35713
Stravinsky,2.84397,2.9988,35.8095,4/4 ,1928
1928
1952,1.43201
Stravinsky,2.74484,2.43874,55.3333,2/4 ,1928
1928
1952,1.82307
Stravinsky,3.20232,2.67742,56.8889,3/4 4/4 ,1928
1930
1952,1.60098
Stravinsky,2.51908,1.42928,10.3333,2/4 ,1928
1930
1952,0.439497
Stravinsky,2.77225,3.38108,33.0159,2/4 ,1929
1930
1952,1.22439
,3.11808,2.504,49.9506,2/4 ,,1.89106
Stravinsky,3.28663,2.61006,63.0476,2/4 ,1929
1930
1952,1.78064
Stravinsky,3.03327,2.75249,28.5714,2/4 ,1929
1930
1952,0.574636
Stravinsky,2.42622,2.14222,58.4874,3/4 2/4 3/4 2/4 ,1929
1930
1952,1.43552
Stravinsky,3.26958,2.87647,32.1547,4/8 ,1929
1930
1952,1.80529
Stravinsky,3.28832,2.9906,39.2982,4/8 ,1929
1930
1952,1.55666
Stravinsky,2.99662,2.79465,49.2308,4/8 ,1929
1930
1952,1.68948
Stravinsky,2.9968,2.80103,40.7304,2/8 ,1929
1930
1952,0.95431
Stravinsky,3.31955,3.33175,39.7101,2/4 ,1929
1930
1952,0.850326
Stravinsky,3.21953,2.93983,57.3333,2/4 ,1929
1930
1952,1.33468
Stravinsky,3.33547,2.61482,51.8797,2/4 ,1929
1930
1952,1.24865
,3.29474,2.69474,75.8411,2/4 ,,2.19969
Stravinsky,3.07552,2.61934,53.2275,2/4 ,1929
1930
1952,1.49371
Stravinsky,3.06596,3.24644,4.16667,3/4 ,1929
1930
1952,0.322757
Stravinsky,2.47494,2.67804,12.2807,2/4 3/4 2/4 ,1917
1921,0.377646
Stravinsky,2.67446,2.28513,25,2/4 ,1917
1921,0.977418
Stravinsky,1.59906,2.57741,14.4928,2/4 ,1917
1921,1
Stravinsky,2.3338,2.24615,32.4918,2/4 ,1917
1921,1.84125
Stravinsky,2.32175,2.75504,27.619,3/8 ,1917
1921,1.13074
Stravinsky,1.86096,1.81498,42.6667,4/4 2/4 4/4 ,1917
1921,1.40564
Stravinsky,2.4163,2.47455,81.96,2/4 ,1936
1950,2.17188
Stravinsky,2.48368,2.60368,41.0935,2/4 ,1936
1950,0.911607
Stravinsky,3.17302,2.44991,41.6667,2/4 ,1936
1950,0.80767
Stravinsky,3.41472,3.60222,22.8704,2/4 ,1936
1950,1.24865
Stravinsky,3.20285,2.72856,34.3333,2/4 ,1936
1950,0.991264
Stravinsky,3.05947,2.56888,52.8889,2/4 ,1936
1950,1.61839
Stravinsky,2.06949,1.98747,11.4943,2/4 ,1931
1931,0.996792
Stravinsky,3.401,3.08051,49.8016,2/4 ,1931
1931,1.56128
,2.1513,2.95675,39.5592,6/8 ,,1.5194
Stravinsky,2.29813,2.5843,87.3545,4/4 ,1931
1931,1.86438
Stravinsky,3.16421,2.84975,71.5398,4/4 ,1931
1931,2.2122
Stravinsky,2.09057,2.24507,46.9358,4/4 ,1931
1931,2.29025
Stravinsky,3.062,2.62146,54.1624,3/8 ,1931
1931,1.26381
Stravinsky,2.05511,2.52545,16.6667,3/8 ,1931
1931,0.995253
Stravinsky,3.25191,2.32979,11.9048,4/4 ,1938
1938,0.479832
Stravinsky,2.91139,3.01342,53.9683,2/4 ,1938
1938,1.93595
Stravinsky,2.9243,3.10565,44.7059,2/4 3/8 2/8 3/8 ,1938
1938,1.20091
Stravinsky,2.80688,2.43489,21.2121,3/8 ,1938
1938,0.938315
Stravinsky,2.32888,2.24322,81.4603,2/2 3/4 2/2 3/4 3/2 ,1938
1938,1.81924
Stravinsky,2.75343,2.80735,46.0606,3/2 ,1938
1938,1.58496
Stravinsky,2.82625,2.87413,38.0556,4/4 ,1938
1938,1.84199
Stravinsky,2.61334,2.88815,0,12/8 ,1912,0
Stravinsky,2.33225,2.76381,37.4603,4/4 ,1912,0.973784
Stravinsky,2.31631,2.68437,29.4805,2/4 ,1912,1.08623
Stravinsky,3.27577,2.99386,23.4783,3/4 ,1912,0.918296
Stravinsky,3.40307,2.75741,43.4099,4/4 ,1912,1.90352
,2.54232,2.89004,52.0111,6/8 ,,2.07198
Stravinsky,2.78993,2.53377,25.4167,3/2 ,1912,1.51973
Stravinsky,3.37728,3.09944,49.5238,3/4 ,1924
1952,1.61635
Stravinsky,2.61612,3.02142,12.4242,2/4 5/8 3/4 ,1924
1952,0.973784
Stravinsky,2.33333,2.05459,57.9762,3/4 2/4 3/4 2/4 ,1924
1952,1.23322
Stravinsky,2.89051,2.67261,35.2525,3/4 4/4 3/4 ,1924
1952,1.54081
Stravinsky,3.01445,3.29673,31.1111,2/4 ,1924
1952,1.79765
Stravinsky,2.87104,2.77663,12.9032,3/4 ,1934,1.36499
Stravinsky,3.09756,3.02256,34.6667,3/4 ,1934,1.55459
Stravinsky,2.18223,2.00869,76.7354,3/4 ,1911
1912
1947,2.21838
Stravinsky,2.23467,1.93949,13.8889,2/4 ,1911
1912
1947,0.79504
,2.58847,2.53377,84.4571,6/8 ,,0.811278
Stravinsky,2.82347,2.85631,35.4386,3/4 ,1911
1912
1947,1.24067
Stravinsky,2.5516,2.39629,31.4286,2/4 ,1911
1912
1947,1.27761
Stravinsky,2.53673,2.93781,49.1578,4/4 6/8 ,1911
1912
1947,1.25503
Stravinsky,1.92769,2.52206,34.386,2/4 ,1911
1912
1947,1.29546
Stravinsky,2.91749,2.03792,35.3535,2/4 ,1911
1912
1947,0
Stravinsky,2.36387,2.68418,30.2222,2/4 ,1911
1912
1947,1.29879
Stravinsky,3.05309,2.46276,51.1808,2/4 3/4 ,1911
1912
1947,1.3411
Stravinsky,2.46507,2.2598,79.024,4/8 ,1911
1912
1947,0
Stravinsky,2.35152,2.41147,60.6431,2/4 3/4 2/4 ,1911
1912
1947,0
Stravinsky,1.99702,2.86232,24.127,3/4 ,1911
1912
1947,0.866314
,2.48154,2.6276,37.5222,3/8 ,,1.24671
Stravinsky,2.44725,2.81341,23.0769,2/4 ,1911
1912
1947,0.69129
Stravinsky,3.12193,2.80869,40,3/4 ,1911
1912
1947,1.29879
Stravinsky,2.95289,2.72103,157.151,3/4 ,1911
1912
1947,0
Stravinsky,2.06873,2.74096,33.8346,3/4 2/4 ,1911
1912
1947,0.811278
Stravinsky,2.66408,2.77595,39.2308,6/4 ,1911
1912
1947,1.48972
Stravinsky,2.38158,2.46214,6.89655,4/4 ,1911
1912
1947,0.353359
Stravinsky,2.60644,2.70839,39.3651,6/4 ,1911
1912
1947,1.95254
Stravinsky,2.82119,2.95867,22.126,2/4 ,1911
1912
1947,1.1271
Stravinsky,2.13792,2.68872,19.6491,2/4 ,1911
1912
1947,1.36096
Stravinsky,2.6631,2.55474,20,2/4 ,1911
1912
1947,0.998364
,2.14791,2.6391,28,3/8 ,,1.18672
Stravinsky,2.66664,2.52806,15.873,5/8 ,1911
1912
1947,0.886541
Stravinsky,2.15785,2.17699,21.0526,2/4 ,1911
1912
1947,0.881291
Stravinsky,2.6225,2.90525,64.6101,4/4 ,1924
1949,2.24171
Stravinsky,2.77672,2.27584,97.3459,12/8 ,1924
1949,1.92193
Stravinsky,2.75392,2.77926,27.5,4/4 ,1924
1949,1.26077
Stravinsky,2.21874,2.75538,26.6667,2/4 ,1924
1949,1.40564
Stravinsky,2.70374,2.49161,35.324,4/4 3/4 4/4 ,1913
1921
1947,1.71676
Stravinsky,2.32984,2.50641,9.87654,2/4 ,1913
1921
1947,0.205593
Stravinsky,2.53415,2.30719,59.453,2/4 ,1913
1921
1947,1.32218
Stravinsky,2.28331,2.12525,17.7778,2/4 ,1913
1921
1947,0.811278
,2.26033,3.05971,46.6971,3/4 ,,2.42179
Stravinsky,2.29998,2.68386,57.2348,5/4 7/4 6/4 ,1913
1921
1947,0
Stravinsky,2.06404,2.64559,5.55556,5/4 4/4 ,1913
1921
1947,0.619382
Stravinsky,1.56363,2.21776,36.6667,4/4 6/4 ,1913
1921
1947,1.02304
Stravinsky,2.20624,2.33291,60,4/4 ,1913
1921
1947,0.94566
Stravinsky,1.92828,1.48012,0,3/4 ,1913
1921
1947,0
Stravinsky,2.36596,2.24644,49.2308,4/4 2/4 4/4 2/4 ,1913
1921
1947,1
Stravinsky,2.62306,2.45974,33.3333,3/4 2/4 3/4 4/4 ,1913
1921
1947,1.2178
Stravinsky,2.03216,1.64315,22.2222,4/4 3/4 2/4 3/4 2/4 3/4 2/4 4/4 ,1913
1921
1947,0.684038
Stravinsky,2.14713,2.28903,54.0351,3/4 2/4 3/4 2/4 ,1913
1921
1947,1.58129
Stravinsky,2.41938,2.21885,40,3/16 5/16 3/16 4/16 ,1913
1921
1947,0.371232
,2.21855,2.53242,31.1111,6/8 ,,0.721928
Stravinsky,2.66347,2.88888,36.0172,2/8 3/8 5/4 ,1913
1921
1947,1.91498
Stravinsky,2.45153,2.65602,39.5062,4/4 ,,1.55309
Stravinsky,2.74878,2.71885,51.5646,6/8 ,,0.420026
Stravinsky,2.50319,2.76089,10.5263,3/8 ,,1.10561
Stravinsky,2.55082,2.26288,47.9853,2/4 ,,1.35999
Stravinsky,2.80661,2.92323,30.0707,2/4 3/4 ,,1.57095
Stravinsky,2.50132,2.69869,67.7601,3/4 ,,1.65774
Stravinsky,3.09252,2.33635,65.744,2/4 ,,1.36096
Stravinsky,2.38995,2.41233,28.9855,2/4 ,,0.77935
Stravinsky,2.56545,3.00913,37.4035,4/4 ,1946
1946,1.5479
Saint-sa&euml;ns,2.58395,2.74477,9.52381,4/4 ,1922,0.353359
,1.93291,2.69295,11.5942,6/8 ,,0.402179
Stravinsky,2.62581,1.82501,19.0476,4/4 ,1946
1946,0.503258
Stravinsky,2.7744,2.22722,100.144,3/4 ,1946
1946,1.93626
Stravinsky,2.91398,2.48171,15.2381,2/4 ,1946
1946,0.918296
Stravinsky,3.10152,2.47626,20.0975,4/8 ,1946
1946,0.848765
Stravinsky,2.01413,2.08745,45.8586,3/8 ,1946
1946,1.36401
Stravinsky,2.37189,2.37773,113.133,3/4 ,1946
1946,2.3661
Stravinsky,2.97966,2.22483,36.4455,4/4 ,1946
1946,1.68324
Stravinsky,2.24536,2.34722,25.9259,4/4 6/4 4/4 ,1946
1946,0.543564
Stravinsky,2.43715,2.27019,52.5,4/4 3/4 4/4 ,1946
1946,0.362051
Suk,2.74228,2.93755,53.4392,4/4 ,,1.98571
,2.4481,2.55031,62.77,6/8 ,,0.650022
Suk,2.86032,2.83978,54.4024,4/4 ,,2.02258
Suk,2.69089,2.81184,42.2222,3/4 ,,0.747585
Suk,2.98679,2.58645,64.4097,3/4 ,,2.23593
Suk,3.01971,2.86905,48.0839,4/4 ,,1.59225
Suk,2.4676,2.9322,56.7778,4/4 ,,2.08377
Suk,2.64082,2.8209,37.619,2/2 ,,1.40564
Supp&eacute;,2.80992,2.85174,81.5039,4/4 ,1867,0
Supp&eacute;,2.79958,2.74709,56.8801,6/8 ,1867,1.59192
Supp&eacute;,2.39435,2.40688,41.0935,2/4 ,1867,1.23751
Supp&eacute;,2.54085,2.70143,35.4167,2/4 ,1867,0.591673
,3.12075,3.08793,42.2222,4/4 ,,1.19225
Supp&eacute;,2.86087,2.59358,75.4622,6/8 ,1879,1.49111
Supp&eacute;,2.90716,2.55388,48.4127,2/4 ,1879,
,2.96935,3.01718,52.0635,2/4 ,,0.863121
Supp&eacute;,2.93481,2.90532,53.0654,2/4 ,1879,2.27729
Supp&eacute;,3.48213,2.98177,89.5405,4/4 ,1863,2.45792
Supp&eacute;,2.55943,2.39236,42.6862,4/4 ,1863,1.52052
Supp&eacute;,2.61161,2.6386,13.1429,2/4 ,1863,0.409633
Supp&eacute;,2.90576,2.59412,84.551,3/4 ,1863,1.95021
Supp&eacute;,2.9126,2.90025,56.1905,2/4 ,1863,1.75812
Supp&eacute;,2.63432,2.64421,37.1429,3/4 ,1863,1.32748
Supp&eacute;,2.87402,2.13071,65.5137,4/4 ,1866,2.19106
Supp&eacute;,2.73628,2.89155,100.478,4/4 ,1866,0
Supp&eacute;,2.66403,2.64489,63.4568,6/8 ,1866,1.24318
,3.06045,3.15357,47.7124,6/8 ,,0.684038
Supp&eacute;,2.59967,3.11509,77.5414,4/4 ,1866,1
,2.22619,3.23628,1.21241,2/4 ,,0.191433
Supp&eacute;,2.98523,3.20897,51.2281,6/8 ,1844,1.29879
Supp&eacute;,2.7409,3.02739,19.7701,2/4 ,1844,0.868393
Supp&eacute;,2.35846,2.68628,129.412,2/4 ,1844,1.91937
Supp&eacute;,2.82878,2.954,45,2/4 ,1844,1.22439
Supp&eacute;,3.04261,2.34416,63.1746,2/4 ,1844,1.39675
Supp&eacute;,3.07603,2.93581,35.4023,4/4 ,1868,0.899744
Supp&eacute;,2.72724,2.48709,56.71,4/4 ,1868,1.78416
Supp&eacute;,2.81509,2.7487,69.6072,2/4 ,1868,0.811278
Supp&eacute;,3.14723,2.81154,28.9855,2/4 ,1868,0.811278
Supp&eacute;,2.70732,2.69527,75.8644,4/4 ,1846
1900,2.26382
,2.78139,2.66633,86.6286,2/4 ,,1.54858
Supp&eacute;,2.99987,2.90955,75.6052,4/4 ,1846
1900,
Supp&eacute;,2.95324,3.12165,26.6687,4/4 ,1846
1900,0.831544
Supp&eacute;,2.66393,3.0691,95.7143,2/4 ,1846
1900,1.20091
Supp&eacute;,2.69474,2.9899,25.8333,2/4 ,1846
1900,0.99403
Supp&eacute;,2.1683,2.45083,51.2821,3/8 ,1846
1900,0.811278
Supp&eacute;,2.83741,3.27327,30,2/4 ,1846
1900,0.998364
Supp&eacute;,2.81803,2.75687,45.8333,6/8 ,1865,0.453716
Supp&eacute;,2.42229,2.30608,22.0513,6/8 ,1865,0.978449
Supp&eacute;,3.02717,2.8065,22.9167,6/8 ,1865,0.986427
Supp&eacute;,2.68481,2.9791,76.6213,3/4 ,1865,2.41151
,2.75393,2.87893,80.2127,2/4 ,,2.12581
,3.00582,3.27655,21.6,6/8 ,,0.589626
,2.72721,2.56322,93.8462,2/4 ,,1.20091
,2.39215,2.05881,15.3846,4/4 ,,0.591673
,2.83987,1.97481,72.4571,3/4 ,,1.85765
,2.5902,2.80402,47.5955,3/4 ,,1.8235
,3.06231,3.00289,64.4434,3/4 ,,1.75272
,3.09489,3.07989,46.4444,3/4 ,,1.05403
,3.09003,2.97084,41.9048,3/4 ,,1.4716
,2.5583,2.81288,37.4603,3/4 ,,1.29273
,2.99229,2.73142,56.0233,3/4 ,,2.55773
,2.96573,2.94837,45.0779,4/4 ,,1.83306
,2.33333,2.61479,53.8341,3/4 ,,2.19546
Szymanowski,3.19424,3.34808,44.2843,4/8 3/8 4/8 3/8 ,,1.55743
Szymanowski,3.10689,2.57356,65.8333,6/8 ,,1.32218
Szymanowski,2.14266,2.94504,46.0555,3/4 ,,2.23892
Szymanowski,2.56528,3.00362,68.7938,3/4 ,,2.03594
Szymanowski,2.68202,3.10567,61.4815,3/4 ,,
Szymanowski,3.23317,2.97422,87.1241,3/4 ,,2.26627
Szymanowski,2.0491,2.03203,65.4853,4/4 ,,1.94849
Szymanowski,2.2385,3.09756,37.2381,6/8 9/8 ,,1.88411
Szymanowski,3.44644,3.30869,51.1111,6/8 ,1913,2.06356
,2.60138,3.00568,44.4444,4/4 ,,1.57798
Szymanowski,3.15557,3.11583,77.9487,6/8 ,1913,1.9656
Szymanowski,3.36228,2.55836,47.3684,6/8 ,,2.20567
Szymanowski,3.02613,3.03915,0,6/8 ,,0
Szymanowski,2.83207,2.61965,57.4405,6/8 ,,1.36096
,2.40615,2.66123,74.2246,2/4 ,,2.50326
,2.46081,2.43793,21.5385,2/4 ,,1.39215
Saint-sa&euml;ns,2.54413,3.03158,32.8327,2/2 ,1873,1.45915
,2.55623,3.16606,21.2302,2/4 ,,1.29546
,2.83362,2.6206,0,2/4 ,,0
Satie,2.25163,2.6416,114.189,X ,,0.970951
Satie,2.33716,2.68307,33.3333,X ,,0.529361
Satie,2.29162,2.70453,28.2051,X ,,0.672295
Satie,2.71078,2.6416,16.6667,3/4 ,,0.811278
Satie,2.03249,2.43908,22.9167,3/4 ,,0.978016
Satie,2.51205,2.49074,34.5788,3/4 ,,1.15894
Satie,2.23112,2.79327,48.3333,4/4 ,1917,1.47135
Satie,2.20307,2.9278,35.5556,3/4 ,,0.977418
Saint-sa&euml;ns,2.08152,3.05059,10.5263,2/2 ,1873,0.970951
Satie,3.23882,3.13471,44.9817,4/4 ,,1.71672
Satie,2.44812,2.77206,37.8947,2/4 ,,1.29546
Scarlatti,2.42853,2.85587,25.875,12/4 ,,1.52797
,2.3496,2.55504,39.4444,6/8 ,,1.2389
Scarlatti,3.27436,3.01342,24.026,3/4 ,,1.20594
Scarlatti,2.86763,2.75444,35.817,3/4 ,,1.6122
Scarlatti,3.04491,2.70356,63.5374,3/4 ,,1.49693
Scarlatti,3.02193,2.88418,49.7279,2/4 ,,1.50524
Scarlatti,2.05666,2.37878,22.029,6/8 ,,0.816689
Scarlatti,2.61135,2.80888,34.5578,4/4 ,,1.32848
Saint-sa&euml;ns,2.46339,2.25847,34.7258,3/4 ,1873,0.970951
Scarlatti,3.08593,2.9826,51.6667,4/4 ,,1.25163
Scarlatti,3.01357,2.65482,30.9524,3/4 ,,1.32595
Scarlatti,2.27166,2.94327,37.6686,3/8 ,,
